PF02792	PF02792	PF15620	PF15620	0.0578552559936856	
PF13423	PF13423	PF14048	PF14048	0.0	
PF02148	PF02148	PF16564	PF16564	0.0	
PF02148	PF02148	PF14048	PF14048	0.0	
PF00443	PF00443	PF05644	PF05644	0.0	
PF05644	PF05644	PF06337	PF06337	0.0172047001577238	
PF05644	PF05644	PF13423	PF13423	0.0017477074540622	
PF02148	PF02148	PF05644	PF05644	0.0073253897532077	
PF00443	PF00443	PF00651	PF00651	0.0	
PF00443	PF00443	PF13909	PF13909	0.0	
PF00651	PF00651	PF06337	PF06337	0.0	
PF06337	PF06337	PF13909	PF13909	0.0	
PF00651	PF00651	PF13423	PF13423	0.0	
PF13423	PF13423	PF13909	PF13909	0.0	
PF00651	PF00651	PF02148	PF02148	0.0	
PF02148	PF02148	PF13909	PF13909	0.0	
PF00069	PF00069	PF00443	PF00443	0.0	
PF00443	PF00443	PF07714	PF07714	0.0	
PF00069	PF00069	PF06337	PF06337	0.0	
PF06337	PF06337	PF07714	PF07714	0.0	
PF00069	PF00069	PF13423	PF13423	0.0	
PF07714	PF07714	PF13423	PF13423	0.0	
PF00069	PF00069	PF02148	PF02148	0.0	
PF02148	PF02148	PF07714	PF07714	0.0	
PF00134	PF00134	PF00443	PF00443	0.0	
PF00134	PF00134	PF06337	PF06337	0.0	
PF00134	PF00134	PF13423	PF13423	0.0	
PF00134	PF00134	PF02148	PF02148	0.0	
PF00443	PF00443	PF15316	PF15316	0.0030211910092147	
PF06337	PF06337	PF15316	PF15316	0.020934526609814	
PF13423	PF13423	PF15316	PF15316	0.0036845420240394	
PF02148	PF02148	PF15316	PF15316	0.0089999229705672	
PF00443	PF00443	PF00640	PF00640	0.0	
PF00443	PF00443	PF00595	PF00595	0.0	
PF00443	PF00443	PF17820	PF17820	0.0	
PF00640	PF00640	PF06337	PF06337	0.0	
PF00595	PF00595	PF06337	PF06337	0.0	
PF06337	PF06337	PF17820	PF17820	0.0	
PF00640	PF00640	PF13423	PF13423	0.0	
PF00595	PF00595	PF13423	PF13423	0.0	
PF13423	PF13423	PF17820	PF17820	0.0	
PF00640	PF00640	PF02148	PF02148	0.0	
PF00595	PF00595	PF02148	PF02148	0.0	
PF02148	PF02148	PF17820	PF17820	0.0	
PF00443	PF00443	PF08447	PF08447	0.0	
PF00443	PF00443	PF14598	PF14598	0.0	
PF00443	PF00443	PF08778	PF08778	0.0019707479683003	
PF00443	PF00443	PF11413	PF11413	0.0017639436219619	
PF00443	PF00443	PF00989	PF00989	0.0	
PF00443	PF00443	PF13426	PF13426	0.0	
PF00443	PF00443	PF08448	PF08448	0.0	
PF06337	PF06337	PF08447	PF08447	0.0	
PF06337	PF06337	PF14598	PF14598	0.0	
PF06337	PF06337	PF08778	PF08778	0.0072259243738641	
PF06337	PF06337	PF11413	PF11413	0.00637042894426	
PF00989	PF00989	PF06337	PF06337	0.0	
PF06337	PF06337	PF13426	PF13426	0.0	
PF06337	PF06337	PF08448	PF08448	0.0	
PF08447	PF08447	PF13423	PF13423	0.0	
PF13423	PF13423	PF14598	PF14598	0.0	
PF08778	PF08778	PF13423	PF13423	0.0023550861875317	
PF11413	PF11413	PF13423	PF13423	0.0021059890595225	
PF00989	PF00989	PF13423	PF13423	0.0	
PF13423	PF13423	PF13426	PF13426	0.0	
PF08448	PF08448	PF13423	PF13423	0.0	
PF02148	PF02148	PF08447	PF08447	0.0	
PF02148	PF02148	PF14598	PF14598	0.0	
PF02148	PF02148	PF08778	PF08778	0.0054526710170283	
PF02148	PF02148	PF11413	PF11413	0.0048243232392883	
PF00989	PF00989	PF02148	PF02148	0.0	
PF02148	PF02148	PF13426	PF13426	0.0	
PF02148	PF02148	PF08448	PF08448	0.0	
PF00443	PF00443	PF13864	PF13864	0.0	
PF06337	PF06337	PF13864	PF13864	0.0090946965126116	
PF13423	PF13423	PF13864	PF13864	0.0	
PF02148	PF02148	PF13864	PF13864	0.0037981730378074	
PF00443	PF00443	PF12874	PF12874	0.0	
PF00443	PF00443	PF05605	PF05605	0.0	
PF06337	PF06337	PF12874	PF12874	0.0	
PF05605	PF05605	PF06337	PF06337	0.0	
PF12874	PF12874	PF13423	PF13423	0.0	
PF05605	PF05605	PF13423	PF13423	0.0	
PF02148	PF02148	PF12874	PF12874	0.0	
PF02148	PF02148	PF05605	PF05605	0.0	
PF00443	PF00443	PF15155	PF15155	0.0	
PF06337	PF06337	PF15155	PF15155	0.0114295228817647	
PF13423	PF13423	PF15155	PF15155	0.0	
PF02148	PF02148	PF15155	PF15155	0.0047645708204065	
PF00784	PF00784	PF07545	PF07545	0.0082399092664893	
PF00373	PF00373	PF07545	PF07545	0.0	
PF00046	PF00046	PF00784	PF00784	0.0	
PF00784	PF00784	PF03529	PF03529	0.0050643390048841	
PF00046	PF00046	PF00373	PF00373	0.0	
PF00373	PF00373	PF03529	PF03529	0.0	
PF00096	PF00096	PF00784	PF00784	0.0	
PF00784	PF00784	PF13465	PF13465	0.0	
PF00784	PF00784	PF13894	PF13894	0.0	
PF00096	PF00096	PF00373	PF00373	0.0	
PF00373	PF00373	PF13465	PF13465	0.0	
PF00373	PF00373	PF13894	PF13894	0.0	
PF00784	PF00784	PF14604	PF14604	0.0	
PF00018	PF00018	PF00784	PF00784	0.0	
PF00784	PF00784	PF07653	PF07653	0.0	
PF00784	PF00784	PF02208	PF02208	0.001999166111592	
PF00373	PF00373	PF14604	PF14604	0.0	
PF00018	PF00018	PF00373	PF00373	0.0	
PF00373	PF00373	PF07653	PF07653	0.0	
PF00373	PF00373	PF02208	PF02208	0.0015931411161271	
PF00038	PF00038	PF00784	PF00784	0.0	
PF00038	PF00038	PF00373	PF00373	0.0	
PF00784	PF00784	PF16208	PF16208	0.0	
PF00784	PF00784	PF10473	PF10473	0.0	
PF00373	PF00373	PF16208	PF16208	0.0	
PF00373	PF00373	PF10473	PF10473	0.0	
PF00784	PF00784	PF02892	PF02892	0.0	
PF00784	PF00784	PF05699	PF05699	0.003884405283429	
PF00373	PF00373	PF02892	PF02892	0.0	
PF00373	PF00373	PF05699	PF05699	0.0	
PF00784	PF00784	PF04732	PF04732	0.0026793952624587	
PF00373	PF00373	PF04732	PF04732	0.0	
PF00784	PF00784	PF13765	PF13765	0.0021675116457158	
PF00622	PF00622	PF00784	PF00784	0.0	
PF00643	PF00643	PF00784	PF00784	0.0	
PF00784	PF00784	PF15227	PF15227	0.0	
PF00097	PF00097	PF00784	PF00784	0.0	
PF00784	PF00784	PF13445	PF13445	0.0	
PF00373	PF00373	PF13765	PF13765	0.0017837672720131	
PF00373	PF00373	PF00622	PF00622	0.0	
PF00373	PF00373	PF00643	PF00643	0.0	
PF00373	PF00373	PF15227	PF15227	0.0	
PF00097	PF00097	PF00373	PF00373	0.0	
PF00373	PF00373	PF13445	PF13445	0.0	
PF00010	PF00010	PF00784	PF00784	0.0	
PF00010	PF00010	PF00373	PF00373	0.0	
PF00134	PF00134	PF00784	PF00784	0.0	
PF00784	PF00784	PF16899	PF16899	0.0038843992756889	
PF00134	PF00134	PF00373	PF00373	0.0	
PF00373	PF00373	PF16899	PF16899	0.0	
PF00027	PF00027	PF00784	PF00784	0.0	
PF00784	PF00784	PF02197	PF02197	0.0033477746595168	
PF00027	PF00027	PF00373	PF00373	0.0	
PF00373	PF00373	PF02197	PF02197	0.0	
PF00784	PF00784	PF05064	PF05064	0.0136432379137447	
PF00373	PF00373	PF05064	PF05064	0.0	
PF00784	PF00784	PF15862	PF15862	0.0082399092664893	
PF00373	PF00373	PF15862	PF15862	0.0	
PF00632	PF00632	PF00784	PF00784	0.0	
PF00397	PF00397	PF00784	PF00784	0.0	
PF00373	PF00373	PF00632	PF00632	0.0	
PF00373	PF00373	PF00397	PF00397	0.0015970127251646	
PF00784	PF00784	PF17655	PF17655	0.0	
PF00784	PF00784	PF01007	PF01007	0.0	
PF00373	PF00373	PF17655	PF17655	0.0	
PF00373	PF00373	PF01007	PF01007	0.0	
PF00412	PF00412	PF00784	PF00784	0.0	
PF00373	PF00373	PF00412	PF00412	0.0	
PF00076	PF00076	PF00784	PF00784	0.0	
PF00076	PF00076	PF00373	PF00373	0.0	
PF00157	PF00157	PF00784	PF00784	0.0	
PF00157	PF00157	PF00373	PF00373	0.0	
PF00554	PF00554	PF00784	PF00784	0.0	
PF00784	PF00784	PF16179	PF16179	0.0	
PF00373	PF00373	PF00554	PF00554	0.0	
PF00373	PF00373	PF16179	PF16179	0.0	
PF00784	PF00784	PF16558	PF16558	0.0085610299504388	
PF00373	PF00373	PF16558	PF16558	0.0021287901606593	
PF00784	PF00784	PF16673	PF16673	0.0062969887503191	
PF00784	PF00784	PF02176	PF02176	0.0	
PF00373	PF00373	PF16673	PF16673	0.0	
PF00373	PF00373	PF02176	PF02176	0.0	
PF00017	PF00017	PF00784	PF00784	0.0	
PF00017	PF00017	PF00373	PF00373	0.0014932606102495	
PF00784	PF00784	PF13914	PF13914	0.0097157276717374	
PF00373	PF00373	PF13914	PF13914	0.0	
PF00784	PF00784	PF01344	PF01344	0.0	
PF00784	PF00784	PF13964	PF13964	0.0	
PF00784	PF00784	PF07707	PF07707	0.0	
PF00651	PF00651	PF00784	PF00784	0.0	
PF00784	PF00784	PF07646	PF07646	0.0	
PF00784	PF00784	PF13415	PF13415	0.0	
PF00784	PF00784	PF13418	PF13418	0.0	
PF00784	PF00784	PF13854	PF13854	0.0	
PF00373	PF00373	PF01344	PF01344	0.0	
PF00373	PF00373	PF13964	PF13964	0.0	
PF00373	PF00373	PF07707	PF07707	0.0	
PF00373	PF00373	PF00651	PF00651	0.0	
PF00373	PF00373	PF07646	PF07646	0.0	
PF00373	PF00373	PF13415	PF13415	0.0	
PF00373	PF00373	PF13418	PF13418	0.0	
PF00373	PF00373	PF13854	PF13854	0.0	
PF00784	PF00784	PF15273	PF15273	0.0056182224291032	
PF00373	PF00373	PF15273	PF15273	0.0	
PF00784	PF00784	PF08059	PF08059	0.0026032735494074	
PF00373	PF00373	PF08059	PF08059	0.0	
PF00225	PF00225	PF00784	PF00784	0.0	
PF00225	PF00225	PF00373	PF00373	0.0	
PF00784	PF00784	PF00795	PF00795	0.002657094849252	
PF00784	PF00784	PF02540	PF02540	0.0045987904781916	
PF00373	PF00373	PF00795	PF00795	0.0	
PF00373	PF00373	PF02540	PF02540	0.0	
PF00105	PF00105	PF00784	PF00784	0.0	
PF00105	PF00105	PF00373	PF00373	0.0	
PF00784	PF00784	PF12171	PF12171	0.0	
PF00784	PF00784	PF13912	PF13912	0.0	
PF00784	PF00784	PF18439	PF18439	0.0	
PF00784	PF00784	PF09723	PF09723	0.0	
PF00784	PF00784	PF01286	PF01286	0.0	
PF00784	PF00784	PF17032	PF17032	0.0	
PF00784	PF00784	PF12874	PF12874	0.0	
PF00373	PF00373	PF12171	PF12171	0.0	
PF00373	PF00373	PF13912	PF13912	0.0	
PF00373	PF00373	PF18439	PF18439	0.0	
PF00373	PF00373	PF09723	PF09723	0.0	
PF00373	PF00373	PF01286	PF01286	0.0	
PF00373	PF00373	PF17032	PF17032	0.0	
PF00373	PF00373	PF12874	PF12874	0.0	
PF00784	PF00784	PF04826	PF04826	0.0026035635454732	
PF00373	PF00373	PF04826	PF04826	0.0	
PF00784	PF00784	PF05986	PF05986	0.0	
PF00090	PF00090	PF00784	PF00784	0.0	
PF00784	PF00784	PF08686	PF08686	0.0026038453549533	
PF00373	PF00373	PF05986	PF05986	0.0	
PF00090	PF00090	PF00373	PF00373	0.0	
PF00373	PF00373	PF08686	PF08686	0.0	
PF00784	PF00784	PF14818	PF14818	0.0062960738190426	
PF00373	PF00373	PF14818	PF14818	0.0	
PF00784	PF00784	PF15692	PF15692	0.007146249890117	
PF00373	PF00373	PF15692	PF15692	0.0	
PF00008	PF00008	PF00784	PF00784	0.0	
PF00784	PF00784	PF12661	PF12661	0.0	
PF00784	PF00784	PF07645	PF07645	0.0	
PF00784	PF00784	PF07974	PF07974	0.0023498993853837	
PF00784	PF00784	PF12947	PF12947	0.0	
PF00008	PF00008	PF00373	PF00373	0.0	
PF00373	PF00373	PF12661	PF12661	0.0	
PF00373	PF00373	PF07645	PF07645	0.0	
PF00373	PF00373	PF07974	PF07974	0.0022723307267027	
PF00373	PF00373	PF12947	PF12947	0.0	
PF00784	PF00784	PF15691	PF15691	0.0279884868044553	
PF00373	PF00373	PF15691	PF15691	0.0026083493667631	
PF00784	PF00784	PF05210	PF05210	0.0029332008249783	
PF00568	PF00568	PF00784	PF00784	0.0	
PF00373	PF00373	PF05210	PF05210	0.0	
PF00373	PF00373	PF00568	PF00568	0.0	
PF00784	PF00784	PF03992	PF03992	0.0050658089601041	
PF00373	PF00373	PF03992	PF03992	0.0	
PF00784	PF00784	PF15771	PF15771	0.1673255545639096	
PF00373	PF00373	PF15771	PF15771	0.0099846054379251	
PF00481	PF00481	PF00784	PF00784	0.0	
PF00784	PF00784	PF13672	PF13672	0.0	
PF00373	PF00373	PF00481	PF00481	0.0	
PF00373	PF00373	PF13672	PF13672	0.0	
PF00784	PF00784	PF13909	PF13909	0.0	
PF00373	PF00373	PF13909	PF13909	0.0	
PF00784	PF00784	PF01352	PF01352	0.0	
PF00784	PF00784	PF16622	PF16622	0.0	
PF00373	PF00373	PF01352	PF01352	0.0	
PF00373	PF00373	PF16622	PF16622	0.0	
PF00784	PF00784	PF14893	PF14893	0.0106922480843006	
PF00373	PF00373	PF14893	PF14893	0.0	
PF00098	PF00098	PF00784	PF00784	0.0	
PF00098	PF00098	PF00373	PF00373	0.0	
PF00784	PF00784	PF11822	PF11822	0.0199519891514125	
PF00373	PF00373	PF11822	PF11822	0.0	
PF00036	PF00036	PF00784	PF00784	0.0	
PF00784	PF00784	PF13499	PF13499	0.0	
PF00784	PF00784	PF13405	PF13405	0.0	
PF00784	PF00784	PF13202	PF13202	0.0	
PF00784	PF00784	PF13833	PF13833	0.0	
PF00036	PF00036	PF00373	PF00373	0.0	
PF00373	PF00373	PF13499	PF13499	0.0	
PF00373	PF00373	PF13405	PF13405	0.0	
PF00373	PF00373	PF13202	PF13202	0.0	
PF00373	PF00373	PF13833	PF13833	0.0	
PF00784	PF00784	PF16493	PF16493	0.0026032735494074	
PF00784	PF00784	PF05920	PF05920	0.0	
PF00373	PF00373	PF16493	PF16493	0.0	
PF00373	PF00373	PF05920	PF05920	0.0	
PF00784	PF00784	PF05916	PF05916	0.0026032735494074	
PF00373	PF00373	PF05916	PF05916	0.0	
PF00784	PF00784	PF16796	PF16796	0.0	
PF00373	PF00373	PF16796	PF16796	0.0	
PF00784	PF00784	PF04503	PF04503	0.0071458847534541	
PF00373	PF00373	PF04503	PF04503	0.0	
PF00784	PF00784	PF15186	PF15186	0.0279920017324127	
PF00641	PF00641	PF00784	PF00784	0.0	
PF00373	PF00373	PF15186	PF15186	0.0026084536734729	
PF00373	PF00373	PF00641	PF00641	0.0	
PF00784	PF00784	PF13923	PF13923	0.0	
PF00784	PF00784	PF14634	PF14634	0.0	
PF00784	PF00784	PF13639	PF13639	0.0	
PF00373	PF00373	PF13923	PF13923	0.0	
PF00373	PF00373	PF14634	PF14634	0.0	
PF00373	PF00373	PF13639	PF13639	0.0	
PF00784	PF00784	PF13925	PF13925	0.0046047939853942	
PF00373	PF00373	PF13925	PF13925	0.0	
PF00784	PF00784	PF15059	PF15059	0.0185325643054339	
PF00373	PF00373	PF15059	PF15059	0.0017353640430156	
PF00619	PF00619	PF00784	PF00784	0.0	
PF00373	PF00373	PF00619	PF00619	0.0	
PF00782	PF00782	PF00784	PF00784	0.0	
PF00373	PF00373	PF00782	PF00782	0.0	
PF00784	PF00784	PF06608	PF06608	0.0561679800517242	
PF00373	PF00373	PF06608	PF06608	0.0052234399078589	
PF00169	PF00169	PF00784	PF00784	0.0	
PF00784	PF00784	PF15413	PF15413	0.0018024577848286	
PF00784	PF00784	PF15409	PF15409	0.0	
PF00169	PF00169	PF00373	PF00373	0.0	
PF00373	PF00373	PF15413	PF15413	0.0	
PF00373	PF00373	PF15409	PF15409	0.0	
PF00784	PF00784	PF07815	PF07815	0.0030176161624983	
PF00373	PF00373	PF07815	PF07815	0.0014908182717192	
PF00069	PF00069	PF00784	PF00784	0.0	
PF00784	PF00784	PF07714	PF07714	0.0	
PF00784	PF00784	PF00786	PF00786	0.0	
PF00784	PF00784	PF14531	PF14531	0.0	
PF00069	PF00069	PF00373	PF00373	0.0	
PF00373	PF00373	PF07714	PF07714	0.0	
PF00373	PF00373	PF00786	PF00786	0.0	
PF00373	PF00373	PF14531	PF14531	0.0	
PF00784	PF00784	PF07842	PF07842	0.0036873247540256	
PF00784	PF00784	PF12457	PF12457	0.0126923624166203	
PF00784	PF00784	PF01585	PF01585	0.0	
PF00373	PF00373	PF07842	PF07842	0.0	
PF00373	PF00373	PF12457	PF12457	0.0	
PF00373	PF00373	PF01585	PF01585	0.0	
PF00240	PF00240	PF00784	PF00784	0.0	
PF00784	PF00784	PF17830	PF17830	0.0	
PF00627	PF00627	PF00784	PF00784	0.0	
PF00784	PF00784	PF11976	PF11976	0.0	
PF00240	PF00240	PF00373	PF00373	0.0	
PF00373	PF00373	PF17830	PF17830	0.0	
PF00373	PF00373	PF00627	PF00627	0.0	
PF00373	PF00373	PF11976	PF11976	0.0	
PF00784	PF00784	PF05071	PF05071	0.0082399092664893	
PF00373	PF00373	PF05071	PF05071	0.0	
PF00784	PF00784	PF02318	PF02318	0.0	
PF00373	PF00373	PF02318	PF02318	0.0	
PF00784	PF00784	PF01166	PF01166	0.0033477675105412	
PF00373	PF00373	PF01166	PF01166	0.0	
PF00076	PF00076	PF02159	PF02159	0.0058734377615109	
PF00076	PF00076	PF00104	PF00104	0.0	
PF00076	PF00076	PF00105	PF00105	0.0	
PF00076	PF00076	PF12743	PF12743	0.0095697665227663	
PF02159	PF02159	PF11627	PF11627	0.0494331310772574	
PF00104	PF00104	PF11627	PF11627	0.002274414236477	
PF00105	PF00105	PF11627	PF11627	0.0017088616807119	
PF11627	PF11627	PF12743	PF12743	0.083630940857098	
PF02159	PF02159	PF16367	PF16367	0.0088001214046803	
PF00104	PF00104	PF16367	PF16367	0.0	
PF00105	PF00105	PF16367	PF16367	0.0	
PF12743	PF12743	PF16367	PF16367	0.0141395558413157	
PF00076	PF00076	PF12497	PF12497	0.0051338347307608	
PF11627	PF11627	PF12497	PF12497	0.0251889431064304	
PF12497	PF12497	PF16367	PF16367	0.0037354578161394	
PF00173	PF00173	PF01129	PF01129	0.0	
PF00691	PF00691	PF01283	PF01283	0.0054305205886769	
PF00042	PF00042	PF00691	PF00691	0.0	
PF00112	PF00112	PF00691	PF00691	0.0	
PF00691	PF00691	PF03051	PF03051	0.0047950329864669	
PF01283	PF01283	PF01510	PF01510	0.0064556950438302	
PF00042	PF00042	PF01510	PF01510	0.0	
PF00906	PF00906	PF01179	PF01179	0.0087239991518589	
PF00906	PF00906	PF02727	PF02727	0.0096599116952763	
PF00906	PF00906	PF02728	PF02728	0.0087239991518589	
PF01179	PF01179	PF08290	PF08290	0.0486024561798081	
PF02727	PF02727	PF08290	PF08290	0.0547208447501756	
PF02728	PF02728	PF08290	PF08290	0.0486024561798081	
PF00906	PF00906	PF01556	PF01556	0.0022287437653701	
PF00226	PF00226	PF00906	PF00906	0.0	
PF01556	PF01556	PF08290	PF08290	0.0143365814156526	
PF00226	PF00226	PF08290	PF08290	0.0036102447090603	
PF00514	PF00514	PF00906	PF00906	0.0	
PF00906	PF00906	PF01749	PF01749	0.0022273591768883	
PF00906	PF00906	PF16186	PF16186	0.0021732639609966	
PF00906	PF00906	PF13513	PF13513	0.0	
PF00906	PF00906	PF13646	PF13646	0.0	
PF00906	PF00906	PF02985	PF02985	0.0	
PF00514	PF00514	PF08290	PF08290	0.0044230410622742	
PF01749	PF01749	PF08290	PF08290	0.0125080625906666	
PF08290	PF08290	PF16186	PF16186	0.0121538249423894	
PF08290	PF08290	PF13513	PF13513	0.0039188575519243	
PF08290	PF08290	PF13646	PF13646	0.0021716588526819	
PF02985	PF02985	PF08290	PF08290	0.0022627365398676	
PF00906	PF00906	PF03810	PF03810	0.0	
PF00906	PF00906	PF12717	PF12717	0.0	
PF03810	PF03810	PF08290	PF08290	0.0048335773066326	
PF08290	PF08290	PF12717	PF12717	0.0016468192253166	
PF00684	PF00684	PF00906	PF00906	0.0015509189583754	
PF00684	PF00684	PF08290	PF08290	0.0088040695231244	
PF00076	PF00076	PF02762	PF02762	0.0	
PF00076	PF00076	PF02262	PF02262	0.0	
PF00076	PF00076	PF02761	PF02761	0.0	
PF00076	PF00076	PF14447	PF14447	0.0	
PF00076	PF00076	PF13920	PF13920	0.0	
PF00076	PF00076	PF00097	PF00097	0.0	
PF00076	PF00076	PF13639	PF13639	0.0	
PF00076	PF00076	PF13445	PF13445	0.0	
PF00093	PF00093	PF14670	PF14670	0.0024885086676767	
PF02822	PF02822	PF14670	PF14670	0.0	
PF00093	PF00093	PF12662	PF12662	0.0025825963682209	
PF02822	PF02822	PF12662	PF12662	0.0	
PF00053	PF00053	PF00093	PF00093	0.0	
PF00053	PF00053	PF02822	PF02822	0.0019000903184682	
PF00093	PF00093	PF07645	PF07645	0.0025794227057609	
PF02822	PF02822	PF07645	PF07645	0.0	
PF00093	PF00093	PF12661	PF12661	0.0016240208654094	
PF02822	PF02822	PF12661	PF12661	0.0	
PF00008	PF00008	PF00093	PF00093	0.0	
PF00008	PF00008	PF02822	PF02822	0.0	
PF00017	PF00017	PF02262	PF02262	0.0219867508769435	
PF02262	PF02262	PF03372	PF03372	0.0017725400496416	
PF02262	PF02262	PF07647	PF07647	0.0016559273892742	
PF00536	PF00536	PF02262	PF02262	0.0	
PF00017	PF00017	PF17820	PF17820	0.0	
PF03372	PF03372	PF17820	PF17820	0.0	
PF07647	PF07647	PF17820	PF17820	0.0	
PF00536	PF00536	PF17820	PF17820	0.0	
PF00017	PF00017	PF00595	PF00595	0.0	
PF00595	PF00595	PF03372	PF03372	0.0	
PF00595	PF00595	PF07647	PF07647	0.0	
PF00536	PF00536	PF00595	PF00595	0.0	
PF00017	PF00017	PF14447	PF14447	0.0029216863852423	
PF03372	PF03372	PF14447	PF14447	0.0	
PF07647	PF07647	PF14447	PF14447	0.0	
PF00536	PF00536	PF14447	PF14447	0.0	
PF00017	PF00017	PF13920	PF13920	0.0	
PF03372	PF03372	PF13920	PF13920	0.0	
PF07647	PF07647	PF13920	PF13920	0.0	
PF00536	PF00536	PF13920	PF13920	0.0	
PF00017	PF00017	PF02762	PF02762	0.0219867508769435	
PF02762	PF02762	PF03372	PF03372	0.0017725400496416	
PF02762	PF02762	PF07647	PF07647	0.0016559273892742	
PF00536	PF00536	PF02762	PF02762	0.0	
PF00017	PF00017	PF00097	PF00097	0.0	
PF00097	PF00097	PF03372	PF03372	0.0	
PF00097	PF00097	PF07647	PF07647	0.0	
PF00097	PF00097	PF00536	PF00536	0.0	
PF00017	PF00017	PF13639	PF13639	0.0	
PF03372	PF03372	PF13639	PF13639	0.0	
PF07647	PF07647	PF13639	PF13639	0.0	
PF00536	PF00536	PF13639	PF13639	0.0	
PF00017	PF00017	PF13180	PF13180	0.0	
PF03372	PF03372	PF13180	PF13180	0.0	
PF07647	PF07647	PF13180	PF13180	0.0	
PF00536	PF00536	PF13180	PF13180	0.0	
PF00017	PF00017	PF00627	PF00627	0.0	
PF00627	PF00627	PF03372	PF03372	0.0	
PF00627	PF00627	PF07647	PF07647	0.0	
PF00536	PF00536	PF00627	PF00627	0.0	
PF02262	PF02262	PF14604	PF14604	0.0130939199814053	
PF00018	PF00018	PF02262	PF02262	0.0120537874110281	
PF02262	PF02262	PF07653	PF07653	0.012260432418784	
PF02208	PF02208	PF02262	PF02262	0.0296089224478733	
PF14604	PF14604	PF17820	PF17820	0.0	
PF00018	PF00018	PF17820	PF17820	0.0	
PF07653	PF07653	PF17820	PF17820	0.0	
PF02208	PF02208	PF17820	PF17820	0.0	
PF00595	PF00595	PF14604	PF14604	0.0	
PF00018	PF00018	PF00595	PF00595	0.0	
PF00595	PF00595	PF07653	PF07653	0.0	
PF00595	PF00595	PF02208	PF02208	0.0	
PF14447	PF14447	PF14604	PF14604	0.001811833381517	
PF00018	PF00018	PF14447	PF14447	0.00169336124625	
PF07653	PF07653	PF14447	PF14447	0.0017459869572673	
PF02208	PF02208	PF14447	PF14447	0.0035984601163504	
PF13920	PF13920	PF14604	PF14604	0.0	
PF00018	PF00018	PF13920	PF13920	0.0	
PF07653	PF07653	PF13920	PF13920	0.0	
PF02208	PF02208	PF13920	PF13920	0.0	
PF02762	PF02762	PF14604	PF14604	0.0130939199814053	
PF00018	PF00018	PF02762	PF02762	0.0120537874110281	
PF02762	PF02762	PF07653	PF07653	0.012260432418784	
PF02208	PF02208	PF02762	PF02762	0.0296089224478733	
PF00097	PF00097	PF14604	PF14604	0.0	
PF00018	PF00018	PF00097	PF00097	0.0	
PF00097	PF00097	PF07653	PF07653	0.0	
PF00097	PF00097	PF02208	PF02208	0.0	
PF13639	PF13639	PF14604	PF14604	0.0	
PF00018	PF00018	PF13639	PF13639	0.0	
PF07653	PF07653	PF13639	PF13639	0.0	
PF02208	PF02208	PF13639	PF13639	0.0	
PF13180	PF13180	PF14604	PF14604	0.0	
PF00018	PF00018	PF13180	PF13180	0.0	
PF07653	PF07653	PF13180	PF13180	0.0	
PF02208	PF02208	PF13180	PF13180	0.0	
PF00627	PF00627	PF14604	PF14604	0.0	
PF00018	PF00018	PF00627	PF00627	0.0	
PF00627	PF00627	PF07653	PF07653	0.0	
PF00627	PF00627	PF02208	PF02208	0.0	
PF00147	PF00147	PF08441	PF08441	0.0034836624403732	
PF08441	PF08441	PF08702	PF08702	0.0089707015595069	
PF00147	PF00147	PF01839	PF01839	0.0026696704715257	
PF01839	PF01839	PF08702	PF08702	0.006798110367155	
PF00147	PF00147	PF13517	PF13517	0.0028008702576573	
PF08702	PF08702	PF13517	PF13517	0.0071458413299742	
PF00362	PF00362	PF08441	PF08441	0.0453342151217432	
PF08441	PF08441	PF08725	PF08725	0.0496257144785423	
PF07965	PF07965	PF08441	PF08441	0.0472279722222541	
PF08441	PF08441	PF17205	PF17205	0.0413552256797315	
PF08441	PF08441	PF18372	PF18372	0.0508960637618986	
PF07974	PF07974	PF08441	PF08441	0.0090983367043084	
PF00362	PF00362	PF01839	PF01839	0.0353815406543896	
PF01839	PF01839	PF08725	PF08725	0.0387075098882894	
PF01839	PF01839	PF07965	PF07965	0.0368626105738701	
PF01839	PF01839	PF17205	PF17205	0.0323142306831757	
PF01839	PF01839	PF18372	PF18372	0.0397250418584736	
PF01839	PF01839	PF07974	PF07974	0.0071923827608603	
PF00362	PF00362	PF13517	PF13517	0.0343511381968247	
PF08725	PF08725	PF13517	PF13517	0.0372997390207363	
PF07965	PF07965	PF13517	PF13517	0.0355289719559078	
PF13517	PF13517	PF17205	PF17205	0.0312807556549509	
PF13517	PF13517	PF18372	PF18372	0.0414527747663316	
PF07974	PF07974	PF13517	PF13517	0.0075027806890813	
PF00048	PF00048	PF08441	PF08441	0.0	
PF00048	PF00048	PF01839	PF01839	0.0	
PF00048	PF00048	PF13517	PF13517	0.0	
PF01421	PF01421	PF08441	PF08441	0.0	
PF08441	PF08441	PF08516	PF08516	0.002839861043823	
PF00200	PF00200	PF08441	PF08441	0.0020180067867719	
PF01562	PF01562	PF08441	PF08441	0.0	
PF08441	PF08441	PF13688	PF13688	0.0	
PF08441	PF08441	PF13582	PF13582	0.0	
PF08441	PF08441	PF13574	PF13574	0.001575969672302	
PF01421	PF01421	PF01839	PF01839	0.0	
PF01839	PF01839	PF08516	PF08516	0.0021917715656054	
PF00200	PF00200	PF01839	PF01839	0.0015686005600353	
PF01562	PF01562	PF01839	PF01839	0.0	
